Id,Name,Address,Phone,Cuisines,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time,Take Out
2558,Pastosa Ravioli,3812 East Tremont AveBronx NY 10465,(718) 822-2800,Pasta Shops;Delis,08:30 AM,06:00 PM,08:30 AM,03:00 PM,Yes
2559,Amelie,566 Amsterdam AveNew York NY 10024,(646) 422-7167,French;Wine Bars,11:00 AM,12:00 AM,11:00 AM,12:00 AM,No
2560,Chazz Palminteri Italian Restaurant,30 West 46th StNew York NY 10019,(212) 355-5540,Italian,07:00 AM,11:00 PM,07:00 AM,10:30 PM,Yes
2561,Dino & Harrys Steakhouse,163 14th StHoboken NJ 07030,(201) 659-6202,Steakhouses;Wine Bars,05:00 PM,11:00 PM,04:00 PM,09:00 PM,Yes
2562,TBar,1278 3rd AveNew York NY 10021,(212) 772-0404,Steakhouses;American (New);Seafood,11:30 AM,10:30 PM,11:30 AM,09:30 PM,Yes
2563,Erminia Italian Restaurant,250 E 83rd StNew York NY 10028,(212) 879-4284,Italian,05:00 PM,10:30 PM,05:00 PM,10:30 PM,Yes
2564,Sushi on Jones,210 W 10th StNew York NY 10014,(646) 357-0453,Sushi Bars;Japanese,12:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
2565,Flûte Midtown,205 W 54th StNew York NY 10019,(212) 265-5169,Lounges;Champagne Bars;Speakeasies,04:00 PM,04:00 AM,04:00 PM,04:00 AM,No
2566,Rue 57,60 W 57th StNew York NY 10019,(212) 307-5656,French;Sushi Bars;Asian Fusion,09:00 AM,12:00 AM,09:00 AM,12:00 AM,Yes
2567,Indochine,430 Lafayette StSte ANew York NY 10003,(212) 505-5111,Vietnamese;French,05:30 PM,12:00 AM,05:30 PM,11:00 PM,Yes
2568,Frankie & Johnnie’s Steakhouse,320 W 46th StNew York NY 10036,(212) 997-9494,Steakhouses;Pubs;Wine Bars,12:00 PM,11:30 PM,11:30 AM,08:00 PM,No
2569,Faun,606 Vanderbilt AveBrooklyn NY 11238,(718) 576-6120,Italian;American (New);Bars,11:00 AM,10:30 PM,11:00 AM,09:30 PM,No
2570,Bookmarks,299 Madison AveLibrary HotelNew York NY 10017,(212) 204-5498,Bars,04:00 PM,01:00 AM,04:00 PM,12:00 AM,No
2571,Spyglass Rooftop Bar,Archer Hotel47 W 38th StNew York NY 10018,(212) 730-0538,Cocktail Bars,03:00 PM,02:00 AM,03:00 PM,01:00 AM,No
2572,Boqueria - Brooklyn,590 Fulton StBrooklyn NY 11217,(646) 846-7029,Tapas/Small Plates;Spanish;Tapas Bars,11:00 AM,12:00 AM,11:00 AM,10:00 PM,Yes
2573,Nippon,155 E 52nd StNew York NY 10022,(212) 688-5941,Sushi Bars;Japanese,05:30 PM,10:30 PM,CLOSED,CLOSED,Yes
2574,Bobby Van’s Steakhouse,135 W 50th StNew York NY 10020,(212) 957-5050,Steakhouses;Seafood;American (Traditional),04:00 PM,11:00 PM,04:00 PM,11:00 PM,Yes
2575,Le Bilboquet,20 E 60th StNew York NY 10022,(212) 751-3036,French;Cajun/Creole;Desserts,12:00 PM,11:00 PM,12:00 PM,11:00 PM,No
2576,Antica Pesa,115 Berry StBrooklyn NY 11249,(347) 763-2635,Italian,06:00 PM,11:00 PM,06:00 PM,10:00 PM,No
2577,August,791 Lexington AveNew York NY 10065,(212) 935-1433,American (Traditional);Cocktail Bars,11:30 AM,10:30 PM,11:30 AM,09:00 PM,No
2578,Philippe By Philippe Chow,33 E 60th StNew York NY 10065,(212) 644-8885,Chinese;Asian Fusion,12:00 PM,11:30 PM,02:00 PM,11:00 PM,Yes
2579,Giardino D’oro,5 Gold StNew York NY 10038,(212) 514-6400,Italian;Coffee & Tea;Seafood,05:00 PM,10:00 PM,CLOSED,CLOSED,Yes
2580,Yakitori Tora,72 Kenmare StNew York NY 10012,(212) 966-1100,Tapas/Small Plates;Japanese;Barbeque,12:00 PM,11:00 PM,05:00 PM,11:00 PM,No
2581,Peking Duck House,236 E 53rd StNew York NY 10022,(212) 759-8260,Chinese,12:00 PM,11:00 PM,12:00 PM,10:30 PM,Yes
2582,Sugar Factory,835 Washington StNew York NY 10014,(212) 414-8700,Bars;Candy Stores;American (Traditional),10:00 AM,02:00 AM,10:00 AM,12:00 AM,Yes
2583,Italienne,19 W 24th StNew York NY 10010,(646) 396-5466,Italian;French,05:30 PM,12:00 AM,CLOSED,CLOSED,No
2584,Casa Lever,390 Park AveNew York NY 10022,(212) 888-2700,Italian;Breakfast & Brunch;Lounges,11:00 AM,11:00 PM,CLOSED,CLOSED,No
2585,Village Crab & Sea,135-21 37th AveFl 1Flushing NY 11354,(718) 888-0711,Seafood;Hot Pot;Chinese,11:30 AM,02:00 AM,11:30 AM,12:00 AM,Yes
2586,Racines,94 Chambers StNew York NY 10007,(212) 227-3400,French;Wine Bars,05:00 PM,01:00 AM,CLOSED,CLOSED,No
2587,The Palm Too,840 2nd AveNew York NY 10017,(212) 697-5198,Steakhouses;Seafood,12:00 PM,10:30 PM,05:00 PM,09:00 PM,Yes
2588,Reynard,80 Wythe AveNew York NY 11211,(718) 460-8004,American (New);Desserts;Breakfast & Brunch,10:00 AM,12:00 AM,10:00 AM,12:00 AM,No
2589,Sasabune Express,322 E 59th StNew York NY 10022,(212) 588-8998,Sushi Bars,12:00 PM,09:30 PM,CLOSED,CLOSED,Yes
2590,Paola’s Restaurant,1295 Madison AveNew York NY 10128,(212) 794-1890,Italian,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
2591,Pasquale Jones,187 Mulberry StNew York NY 10012,(917) 472-7230,Italian;Pizza,05:30 PM,12:00 AM,05:30 PM,10:00 PM,No
2592,Glass House Tavern,252 W 47th StNew York NY 10036,(212) 730-4800,American (New);Diners;Bars,11:00 AM,03:00 AM,11:00 AM,02:00 AM,Yes
2593,Bar Fortuna,62 W 9th StNew York NY 10011,(212) 353-8400,Cocktail Bars,06:00 PM,01:00 AM,CLOSED,CLOSED,No
2594,Dong Bang Grill,1616 Palisade AveFort Lee NJ 07024,(201) 242-4485,Korean,11:00 AM,12:00 AM,11:00 AM,12:00 AM,Yes
2595,Pera Mediterranean Brasserie,303 Madison AveNew York NY 10017,(212) 878-6301,Turkish;Mediterranean;Middle Eastern,05:00 PM,10:00 PM,05:00 PM,09:00 PM,Yes
2596,Landmarc,10 Columbus CirFl 3New York NY 10019,(212) 823-6123,Breakfast & Brunch;American (New);Bars,09:00 AM,11:00 PM,09:00 AM,11:00 PM,Yes
2597,Anassa Taverna,200 E 60th StNew York NY 10022,(212) 371-5200,Greek;Seafood;Mediterranean,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
2598,Grand Central Oyster Bar,89 E 42nd StNew York NY 10017,(212) 490-6650,Seafood,11:30 AM,09:30 PM,CLOSED,CLOSED,Yes
2599,Marcony,184 Lexington AveNew York NY 10016,(646) 837-6020,Italian;Wine Bars,04:30 PM,10:00 PM,CLOSED,CLOSED,Yes
2600,Old Monk,175 Ave BNew York NY 10009,(646) 559-2922,Indian,11:30 AM,11:00 PM,11:30 AM,11:00 PM,Yes
2601,New Leaf Restaurant & Bar,1 Margaret Corbin DrNew York NY 10040,(212) 568-5323,Bars;American (New);Venues & Event Spaces,11:00 AM,08:00 PM,11:00 AM,07:00 PM,Yes
2602,Ethos Gallery 51st,905 1st AveNew York NY 10022,(212) 888-4060,Greek,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
2603,Dolce Vita Restaurant & Bar,5811 Ave NBrooklyn NY 11234,(718) 444-3537,Bars;Italian,04:00 PM,01:00 AM,03:00 PM,09:00 PM,Yes
2604,Blue Ribbon Federal Grill,84 William StNew York NY 10038,(212) 337-0404,American (Traditional);Cocktail Bars;Breakfast & Brunch,10:00 AM,11:00 PM,10:00 AM,10:00 PM,Yes
2605,AKA Wall Street,84 William StNew York NY 10038,(917) 546-4784,Apartments;Hotels,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,No
2606,The Water Club,500 E 30th StNew York NY 10016,(212) 683-3333,Seafood;American (Traditional);Bars,10:00 AM,06:00 PM,10:00 AM,06:00 PM,No
2607,Society Cafe,52 W 13th StNew York NY 10011,(347) 441-4942,American (New);Cafes;Breakfast & Brunch,06:30 AM,02:00 AM,06:30 AM,12:00 AM,No
2608,Upstairs At the Kimberly,145 E 50th StFl 31New York NY 10022,(212) 888-1220,Lounges;Breakfast & Brunch;Sandwiches,08:00 AM,02:00 AM,08:00 AM,10:00 PM,No
2609,Amata,209 E 56th StNew York NY 10022,(212) 308-0830,Italian,04:00 PM,10:00 PM,04:00 PM,10:00 PM,Yes
2610,Peking Duck House,28 Mott StNew York NY 10013,(212) 227-1810,Chinese,11:30 AM,11:30 PM,11:30 AM,10:30 PM,Yes
2611,Houseman,508 Greenwich StNew York NY 10013,(212) 641-0654,American (New);Burgers;Wine Bars,05:00 PM,11:00 PM,11:00 AM,10:00 PM,Yes
2612,Renaissance Harlem,2245 Adam Clayton PowellNew York NY 10027,(646) 838-7604,American (New),08:00 AM,04:00 AM,08:00 AM,02:00 AM,Yes
2613,Kokage,125 E 39th StNew York NY 10016,(212) 228-4873,Japanese;Vegan,12:00 PM,10:00 PM,05:30 PM,10:00 PM,No
2614,Bryant Park Grill,25 W 40th StNew York NY 10018,(212) 840-6500,Bars;American (New);Venues & Event Spaces,11:30 AM,12:00 AM,11:30 AM,11:00 PM,No
2615,Sushiden Sixth Ave,123 W 49th StNew York NY 10020,(212) 398-2800,Sushi Bars;Japanese,05:30 PM,10:00 PM,CLOSED,CLOSED,Yes
2616,Tavern on the Green,67 Central Park WNew York NY 10023,(212) 877-8684,American (New);Cocktail Bars,09:00 AM,11:00 PM,09:00 AM,09:00 PM,No
2617,Molos Restaurant,1 Pershing RdWeehawken NJ 07086,(201) 223-1200,Greek;Seafood;Mediterranean,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
2618,Twin Suns Deli,244 Himrod StBushwick NY 11237,(718) 484-9291,Breakfast & Brunch;Sandwiches;Delis,10:00 AM,08:00 PM,10:00 AM,06:00 PM,Yes
2619,Taiki,134 Nevins StBrooklyn NY 11217,(347) 535-3726,Sushi Bars;Japanese;Seafood,06:00 PM,11:30 PM,CLOSED,CLOSED,Yes
2620,Battery Gardens,1 Battery ParkNew York NY 10011,(212) 809-5508,Venues & Event Spaces;American (New),11:30 AM,07:30 PM,11:30 AM,03:00 PM,No
2621,Bobby Van’s Steakhouse,25 Broad StNew York NY 10004,(212) 344-8463,Steakhouses;Seafood;American (Traditional),05:00 PM,10:00 PM,CLOSED,CLOSED,Yes
2622,The Fat Monk,949 Columbus AveNew York NY 10025,(212) 837-2334,American (New);Gastropubs;Cocktail Bars,11:30 AM,11:00 PM,11:30 AM,10:30 PM,Yes
2623,Bistro Milano,1350 Ave Of The AmericasNew York NY 10019,(212) 757-2600,Italian;Bars,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
2624,Cesca,164 W 75th StNew York NY 10023,(212) 787-6300,Italian;Seafood;Bars,11:30 AM,11:00 PM,11:30 AM,10:00 PM,Yes
2625,Public Kitchen,215 Chrystie StNew York NY 10002,(212) 735-9403,Breakfast & Brunch;American (New),07:00 AM,11:30 PM,07:00 AM,11:30 PM,Yes
2626,Public,215 Chrystie StNew York NY 10002,(212) 735-6000,Hotels;Venues & Event Spaces,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,No
2627,Dons Bogam Black,276 5th AveNew York NY 10001,(212) 685-2727,Korean;Barbeque;Bars,11:30 AM,02:00 AM,11:30 AM,02:00 AM,Yes
2628,Casa Publica,594 Union AveBrooklyn NY 11211,(718) 388-3555,Mexican;Cocktail Bars;Breakfast & Brunch,10:00 AM,01:00 AM,10:00 AM,11:00 PM,Yes
2629,Petrarca Cucina E Vino,34 White StNew York NY 10013,(212) 625-2800,Italian;Wine Bars;Desserts,11:30 AM,12:00 AM,11:30 AM,10:00 PM,Yes
2630,Bedford & Co,118 E 40th StNew York NY 10016,(212) 634-4040,American (New);Desserts;Breakfast & Brunch,07:30 AM,10:00 PM,07:30 AM,09:00 PM,Yes
2631,Il Pesce,200 5th AveNew York NY 10010,(212) 229-2560,Seafood;Italian,11:00 AM,10:00 PM,11:00 AM,09:30 PM,No
2632,Eataly,200 5th AveNew York NY 10010,(212) 229-2560,Italian;Grocery;Cafes,09:00 AM,11:00 PM,09:00 AM,11:00 PM,No
2633,Ginny’s Supper Club,310 Lenox AveNew York NY 10027,(212) 421-3821,Southern;Scandinavian,06:00 PM,10:00 PM,10:30 AM,12:30 AM,Yes
2634,La Sirena Ristorante,88 9th AveNew York NY 10011,(212) 977-6096,Italian;Breakfast & Brunch;Bars,11:00 AM,12:00 AM,11:00 AM,10:00 PM,No
2635,Il Villaggio,651 State Rt 17 NCarlstadt NJ 07072,(201) 935-7733,Italian;Desserts;Salad,05:00 PM,12:00 AM,CLOSED,CLOSED,No
2636,Blue Seafood Bar,856 Ninth AveNew York NY 10019,(212) 757-7511,Wine Bars;Tapas/Small Plates;Mediterranean,11:00 AM,02:00 AM,11:00 AM,11:00 PM,Yes
2637,Monkey Bar,60 E 54th StNew York NY 10022,(212) 288-1010,American (Traditional);Bars,05:30 PM,01:00 AM,CLOSED,CLOSED,No
2638,Little Frog Bistro & Bar,322 E 86th StNew York NY 10028,(347) 537-5786,French;Bars,11:00 AM,11:00 PM,11:00 AM,09:30 PM,No
2639,Italianissimo Ristorante,307 E 84th StNew York NY 10028,(212) 628-8603,Italian;Wine Bars,04:00 PM,11:00 PM,04:00 PM,10:00 PM,Yes
2640,Nino’s Restaurant,1354 1st AveNew York NY 10021,(212) 988-0002,Italian,04:00 PM,11:30 PM,04:00 PM,10:00 PM,Yes
2641,Dawat Haute Indian Cuisine,210 E 58th StNew York NY 10022,(212) 355-7555,Indian,11:30 AM,11:00 PM,02:00 PM,10:00 PM,Yes
2642,Blue Note,131 W 3rd StNew York NY 10012,(212) 475-8592,Jazz & Blues;Bars;American (Traditional),06:00 PM,03:00 AM,11:30 AM,01:00 AM,No
2643,Sky Terrace Rooftop Bar,Hudson Hotel358 W 58th Street Fl 15New York NY 10019,(212) 554-6000,Lounges,12:00 PM,10:30 PM,12:00 PM,10:30 PM,No
2644,Rose Bar,2 Lexington AveNew York NY 10010,(212) 920-3300,Lounges,05:00 PM,04:00 AM,CLOSED,CLOSED,No
2645,Gramercy Park Hotel,2 Lexington AveNew York NY 10010,(212) 920-3300,Hotels,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,No
2646,Lattanzi,361 W 46th StNew York NY 10036,(212) 315-0980,Italian,11:30 AM,12:00 AM,11:30 AM,10:00 PM,No
2647,Mezzaluna,1295 3rd AveNew York NY 10021,(212) 535-9600,Italian,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
2648,Omen Azen,113 Thompson StNew York NY 10012,(212) 925-8923,Japanese,06:00 PM,11:30 PM,06:00 PM,11:30 PM,No
2649,Kingside,124 W 57th StNew York NY 10019,(212) 707-8000,Cocktail Bars;American (New);Sushi Bars,08:00 AM,01:00 AM,08:00 AM,01:00 AM,Yes
2650,Pomegranate,1507 Coney Island AveBrooklyn NY 11230,(929) 376-5638,Grocery;Kosher,CLOSED,CLOSED,08:00 AM,09:00 PM,Yes
2651,Italianissimo Restaurant,107 McClean AveStaten Island NY 10305,(718) 442-4442,Italian,03:00 PM,11:00 PM,12:00 PM,09:00 PM,Yes
2652,Marco Polo Ristorante,345 Court StBrooklyn NY 11231,(718) 852-5015,Italian,11:30 AM,12:00 AM,11:30 AM,10:30 PM,Yes
2653,Delmonico’s Kitchen,207 W 36th StNew York NY 10018,(212) 695-5220,Steakhouses,05:00 PM,10:00 PM,05:00 PM,09:00 PM,No
2654,Jams,1414 Ave Of The AmericasNew York NY 10019,(212) 703-2007,American (New);Breakfast & Brunch;Bars,07:00 AM,11:00 PM,07:00 AM,10:30 PM,Yes
2655,Two Toms Restaurant,255 3rd AveBrooklyn NY 11215,(718) 875-8689,Italian;Desserts;Seafood,06:00 PM,10:00 PM,CLOSED,CLOSED,Yes
2656,Brasserie Cognac,1740 BroadwayNew York NY 10019,(212) 757-3600,French,10:00 AM,12:00 AM,10:00 AM,12:00 AM,Yes
2657,Sen Sakana,28 W 44th StNew York NY 10036,(212) 221-9560,Sushi Bars;Japanese;Peruvian,05:00 PM,11:00 PM,04:00 PM,10:00 PM,No
2658,Da Noi Downtown Staten Island,138 Fingerboard RdStaten Island NY 10305,(718) 720-1650,Italian,12:00 PM,11:00 PM,12:00 PM,09:00 PM,Yes
2659,Pera Soho,54 Thompson StNew York NY 10012,(212) 878-6305,Mediterranean;Turkish;Breakfast & Brunch,12:00 PM,11:00 PM,12:00 PM,09:30 PM,Yes
2660,Sardi’s,234 W 44th StNew York NY 10036,(212) 221-8440,American (Traditional);Italian;Steakhouses,11:30 AM,11:30 PM,12:00 PM,07:00 PM,No
2661,Ortzi,120 W 41st StNew York NY 10036,(212) 730-8900,Basque;Wine Bars;Breakfast & Brunch,06:30 AM,12:00 AM,06:30 AM,12:00 AM,No
2662,Gigino At Wagner Park,20 Battery PlNew York NY 10004,(212) 528-2228,Italian;Seafood,11:30 AM,10:30 PM,11:30 AM,10:00 PM,Yes
2663,Ponte Vecchio Restaurant,8810 4th AveBrooklyn NY 11209,(718) 238-6449,Italian,12:00 PM,12:00 AM,12:00 PM,10:30 PM,Yes
2664,Fresco By Scotto,34 E 52nd StNew York NY 10022,(212) 935-3434,Italian,05:00 PM,10:30 PM,04:00 PM,10:00 PM,Yes
2665,The Lambs Club,132 W 44th StNew York NY 10036,(212) 997-5262,American (New);Lounges,07:00 AM,11:00 PM,07:00 AM,09:30 PM,No
2666,Mykonos Blue,127 W 28th StNew York NY 10001,(347) 979-0451,Greek,06:30 AM,11:00 PM,06:30 AM,11:00 PM,Yes
2667,Acme,9 Great Jones StNew York NY 10012,(212) 203-2121,American (New),06:00 PM,12:00 AM,CLOSED,CLOSED,No
2668,Docks Oyster Bar and Seafood Grill,633 3rd AveNew York NY 10017,(212) 986-8080,Seafood;Bars,11:30 AM,10:30 PM,11:30 AM,10:00 PM,Yes
2669,Il Posto,7409 Ave UBrooklyn NY 11234,(718) 241-4317,Italian,12:00 PM,11:00 PM,12:00 PM,09:00 PM,Yes
2670,Atlas Steakhouse,943 Coney Island AveBrooklyn NY 11230,(718) 940-9454,Steakhouses;Bars;American (New),10:00 AM,11:30 PM,10:00 AM,10:30 PM,Yes
2671,Bagatelle,1 Little W 12th StNew York NY 10014,(212) 488-2110,French;Lounges;Mediterranean,11:30 AM,01:00 AM,11:30 AM,12:00 AM,No
2672,Kingsley,190 Ave BNew York NY 10009,(212) 674-4500,American (New);Cocktail Bars;Wine Bars,12:00 PM,02:00 AM,12:00 PM,12:00 AM,No
2673,Sant Ambroeus,265 Lafayette StNew York NY 10012,(212) 966-2770,Italian;Cocktail Bars,08:30 AM,11:00 PM,08:30 AM,11:00 PM,Yes
2674,Hot Space Grilled Fish ????,39-07 Prince StFl 1Flushing NY 11354,(718) 939-3237,Szechuan,12:00 PM,12:00 AM,12:00 PM,12:00 AM,Yes
2675,Fairfax,234 W 4th StNew York NY 10014,(212) 933-1824,Breakfast & Brunch;Wine Bars;Cafes,08:00 AM,12:00 AM,08:00 AM,10:00 PM,No
2676,Bar Centrale,324 W 46th StNew York NY 10036,(212) 581-3130,Bars,05:00 PM,12:30 AM,05:00 PM,11:30 PM,No
2677,Due,1396 3rd AveNew York NY 10075,(212) 772-3331,Italian,12:00 PM,01:00 AM,12:00 PM,12:00 AM,Yes
2678,Have & Meyer,103 Havemeyer StWilliamsburg NY 11211,(718) 419-0722,Wine Bars;Italian;Cocktail Bars,02:00 PM,01:00 AM,02:00 PM,11:00 PM,Yes
2679,Gayeon,2020 Hudson StFort Lee NJ 07024,(201) 944-2056,Korean,11:30 AM,10:00 PM,11:30 AM,09:00 PM,No
2680,Machiavelli,519 Columbus AveNew York NY 10024,(212) 724-2658,Italian,08:00 AM,02:00 AM,08:00 AM,01:00 AM,Yes
2681,Areo Ristorante,8424 3rd AveBrooklyn NY 11209,(718) 238-0079,Italian,11:30 AM,11:30 PM,11:30 AM,10:00 PM,Yes
2682,Da Noi Restaurant on Victory Blvd,4358 Victory BlvdStaten Island NY 10314,(718) 982-5040,Italian,12:00 PM,11:00 PM,12:00 PM,09:00 PM,Yes
2683,Rice & Gold,50 BoweryNew York NY 10013,(646) 630-8055,Chinese;Asian Fusion;Cocktail Bars,07:00 AM,12:00 AM,07:00 AM,11:00 PM,Yes
2684,Dante at GENUINE,191 Grand StNew York NY 10013,(646) 726-4633,Cocktail Bars;Italian,11:00 AM,01:00 AM,11:00 AM,11:00 PM,Yes
2685,Otway,930 Fulton StBrooklyn NY 11238,(917) 909-1889,American (New);Wine Bars;Breakfast & Brunch,11:00 AM,10:30 PM,11:00 AM,03:00 PM,No
2686,Hot Spot Nabe,7204 18th AveBrooklyn NY 11204,(718) 331-1818,Hot Pot;Chinese,03:00 PM,12:00 AM,03:00 PM,11:00 PM,No
2687,La Fonda Del Sol,Metlife Building200 Park AveNew York NY 10166,(212) 867-6767,Spanish;Tapas/Small Plates,CLOSED,CLOSED,CLOSED,CLOSED,No
2688,Sushi Sen-nin,30 E 33rd StNew York NY 10016,(212) 889-2208,Sushi Bars,05:00 PM,10:00 PM,CLOSED,CLOSED,Yes
2689,Abigael’s on Broadway,1407 BroadwayNew York NY 10018,(212) 575-1407,American (New);Kosher;Sushi Bars,07:30 PM,11:30 PM,04:30 PM,10:00 PM,Yes
2690,Bistro Le Steak,1309 3rd AveNew York NY 10021,(212) 517-3800,French;Steakhouses;Brasseries,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
2691,Don Pepe,844 McCarter HwyNewark NJ 07102,(973) 623-4662,Spanish,01:00 PM,11:00 PM,01:00 PM,09:00 PM,Yes
2692,Weather Up,159 Duane StNew York NY 10013,(212) 766-3202,Bars,05:00 PM,02:00 AM,05:00 PM,11:00 PM,No
2693,Orsay,1057 Lexington AveNew York NY 10021,(212) 517-6400,French,12:00 PM,11:00 PM,11:00 AM,09:30 PM,No
2694,SaltBrick Tavern,156 Tillary StBrooklyn NY 11201,(347) 417-9112,Steakhouses;Cocktail Bars,11:30 AM,11:00 PM,11:30 AM,09:00 PM,Yes
2695,Sushiden Madison Avenue,19 E 49th StNew York NY 10017,(212) 758-2700,Sushi Bars;Japanese,CLOSED,CLOSED,05:30 PM,10:00 PM,Yes
2696,Café Altro Paradiso,234 Spring StNew York NY 10013,(646) 952-0828,Italian,11:30 AM,11:30 PM,11:30 AM,10:00 PM,No
2697,Nocello,257 W 55th StNew York NY 10019,(212) 713-0224,Italian,04:00 PM,10:00 PM,04:00 PM,10:00 PM,No
2698,Wolf & Lamb Steakhouse,10 E 48th StNew York NY 10017,(212) 317-1950,Steakhouses;Kosher;American (Traditional),CLOSED,CLOSED,02:00 PM,10:00 PM,Yes
2699,Farmer & The Fish- Gramercy,245 Park Ave SNew York NY 10003,(646) 998-5991,Seafood;American (New);Soup,12:00 PM,12:00 AM,12:00 PM,10:00 PM,Yes
2700,Alcala Restaurant,246 E 44th StNew York NY 10017,(212) 370-1866,Spanish;Basque,03:30 PM,12:00 AM,05:00 PM,09:30 PM,Yes
2701,Grand Tier Restaurant,30 Lincoln Center PlzNew York NY 10184,(212) 799-3400,American (New),10:30 AM,09:00 PM,CLOSED,CLOSED,No
2702,Arno Ristorante,141 W 38th StNew York NY 10018,(212) 944-7420,Italian;Wine Bars,04:00 PM,11:00 PM,CLOSED,CLOSED,Yes
2703,Blue Bar,59 West 44th StreetNew York NY 10036,(212) 840-6800,Whiskey Bars;Lounges;Beer Wine & Spirits,12:00 PM,01:00 AM,12:00 PM,01:00 AM,No
2704,IchiUmi,6 E 32nd StNew York NY 10016,(212) 725-1333,Japanese;Seafood;Korean,11:30 AM,11:00 PM,11:30 AM,11:00 PM,Yes
2705,Gene’s Restaurant,73 W 11th StNew York NY 10011,(212) 675-2048,Italian;French,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
2706,Triomphe,49 W 44th StNew York NY 10036,(212) 453-4233,French;American (New),07:00 AM,11:00 PM,07:00 AM,12:00 PM,Yes
2707,Temple Court,5 Beekman StNew York NY 10038,(212) 658-1848,American (New);Bars;Breakfast & Brunch,06:30 AM,12:30 AM,06:30 AM,11:30 PM,No
2708,The Beekman A Thompson Hotel,123 Nassau StNew York NY 10038,(212) 233-2300,Hotels;Venues & Event Spaces,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,No
2709,Four Cuts,1076 1st AveNew York NY 10022,(212) 204-0008,Steakhouses,03:00 PM,11:00 PM,03:00 PM,10:00 PM,Yes
2710,Osteria 57,57 W 10th StNew York NY 10011,(212) 777-0057,Italian;Seafood;Vegetarian,05:30 PM,12:00 AM,05:00 PM,10:00 PM,Yes
2711,La Goulue,29 E 61st StNew York NY 10065,(212) 988-8169,French,12:00 PM,11:00 PM,12:00 PM,10:00 PM,No
2712,The Beatrice Inn,285 W 12th StNew York NY 10014,(212) 675-2808,American (Traditional);Seafood;Cocktail Bars,05:30 PM,12:00 AM,12:00 PM,10:00 PM,No
2713,Frankie & Johnnie’s Steak House,32 W 37th StNew York NY 10018,(212) 947-8940,Steakhouses;American (New),04:00 PM,11:00 PM,CLOSED,CLOSED,No
2714,Bistro Cassis Restaurant,225 Columbus AveNew York NY 10023,(212) 579-3966,French,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
2715,Juku,32 Mulberry StNew York NY 10013,(646) 590-2111,Sushi Bars;Izakaya,06:00 PM,12:00 AM,CLOSED,CLOSED,No
2716,Per Lei,1347 2nd AveNew York NY 10021,(212) 439-9200,Italian;Bars;Modern European,12:00 PM,11:00 PM,12:00 PM,10:30 PM,Yes
2717,Michael’s,24 W 55th StNew York NY 10019,(212) 767-0555,American (New);Salad;Pizza,05:30 PM,09:30 PM,CLOSED,CLOSED,Yes
2718,Matteo’s Howard Beach,155-10 Crossbay BlvdHoward Beach NY 11414,(718) 322-2606,Italian,05:00 PM,11:00 PM,02:00 PM,09:00 PM,Yes
2719,SOUTHGATE Bar & Restaurant,160 Central Park SouthNew York NY 10019,(210) 491-5845,Breakfast & Brunch;American (Traditional),07:00 AM,01:00 AM,07:00 AM,01:00 AM,No
2720,Sushi By Bou,49 W 20th StNew York NY 10011,(917) 870-1587,Japanese;Sushi Bars,05:00 PM,10:00 PM,05:00 PM,10:00 PM,Yes
2721,Crab Spot Restaurant,833 Union StBrooklyn NY 11215,(718) 622-2722,Seafood,02:00 PM,11:00 PM,01:00 PM,10:00 PM,Yes
2722,LAVO Italian Restaurant,39 E 58th StNew York NY 10022,(212) 750-5588,Italian,02:00 PM,01:00 AM,11:30 AM,12:00 AM,Yes
2723,Scaletta Ristorante,50 W 77th StNew York NY 10024,(212) 769-9191,Italian,05:00 PM,10:00 PM,05:00 PM,10:00 PM,Yes
2724,Barbetta,321 W 46th StNew York NY 10036,(212) 246-9171,Italian;American (New),12:00 PM,11:30 PM,CLOSED,CLOSED,No
2725,Sandro’s,306 E 81st StNew York NY 10028,(212) 288-7374,Italian,05:00 PM,10:30 PM,05:00 PM,10:00 PM,Yes
2726,Le Bain,444 West 13th StNew York NY 10014,(212) 645-7600,Bars;Dance Clubs,02:00 PM,04:00 AM,02:00 PM,03:00 AM,No
2727,The Standard High Line,848 Washington StreetNew York NY 10014,(212) 645-4646,Hotels;Bars,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,No
