Name,Address,Phone,Cuisines,Take Out,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time
Little Prince,199 Prince StNew York NY 10012,(212) 335-0566,French;Cocktail Bars;Beer Bar,No,10:00 AM,1:00 AM,10:00 AM,1:00 AM
Rosa Mexicano,1063 1st AveNew York NY 10022,(212) 753-7407,Mexican,Yes,4:00 PM,11:30 PM,4:00 PM,10:30 PM
Storico,170 Ctr Park WNew York Historical SocietyNew York NY 10024,(212) 485-9211,Italian;Salad;Coffee & Tea,No,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Vis à Vis Restaurant and Lounge,3100 Ocean PkwyBrooklyn NY 11235,(718) 333-0003,French;Lounges;Russian,Yes,11:00 AM,12:00 AM,11:00 AM,11:00 PM
BOBO,181 W 10th StNew York NY 10014,(212) 488-2626,American (New);French;Bars,No,11:00 AM,12:00 AM,11:00 AM,10:00 PM
Fig & Olive - New York,10 E 52nd StNew York NY 10022,(212) 319-2002,Mediterranean;French;Vegetarian,Yes,11:30 AM,11:00 PM,11:30 AM,9:00 PM
NORMA’S,119 W 56th StNew York NY 10019,(212) 708-7460,Breakfast & Brunch;American (New),No,7:30 AM,3:00 PM,7:30 AM,3:00 PM
Chumley’s,86 Bedford StNew York NY 10014,(212) 675-2081,Speakeasies;American (New),No,5:30 PM,11:45 PM,CLOSED,CLOSED
Cote,16 W 22nd StNew York NY 10010,(212) 401-7986,Korean;Steakhouses;Cocktail Bars,No,5:00 PM,12:00 AM,4:00 PM,9:00 PM
Charlie Bird,5 King StNew York NY 10012,(212) 235-7133,Italian,No,11:30 AM,12:00 AM,11:30 AM,11:00 PM
Union Fare Restaurant,5 E 17th StNew York NY 10003,(212) 633-6003,Desserts;Breakfast & Brunch;Cocktail Bars,Yes,10:00 AM,11:00 PM,10:00 AM,9:00 PM
Re Sette,7 W 45th StNew York NY 10036,(212) 221-7530,Bars;American (Traditional);Italian,Yes,11:30 AM,11:00 PM,11:30 AM,11:00 PM
Maya,1191 1st Avebetween 64th St & 65th StNew York NY 10065,(212) 585-1818,Mexican,Yes,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Inakaya,231 W 40th StNew York Times BldgNew York NY 10018,(212) 354-2195,Japanese;Sushi Bars,Yes,5:00 PM,10:00 PM,5:00 PM,10:00 PM
Jamie’s,915 Bloomfield AveClifton NJ 07012,(973) 779-8596,American (New);Bars,Yes,4:00 PM,1:00 AM,12:30 PM,1:00 AM
Liberty House Restaurant,76 Audrey Zapp DrJersey City NJ 07305,(201) 395-0300,American (New);Seafood,No,12:00 PM,11:00 PM,11:00 AM,9:00 PM
Zawa Japanese,354 E 66th StNew York NY 10065,(646) 682-7999,Japanese;Sushi Bars,Yes,5:30 PM,11:00 PM,5:00 PM,10:00 PM
Bada Story,799 Abbott BlvdFort Lee NJ 07024,(201) 886-3888,Korean,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
The Standard Grill,848 Washington StNew York NY 10014,(212) 645-4100,American (Traditional);Lounges;Diners,Yes,7:00 AM,4:00 AM,7:00 AM,3:00 AM
Knickerbocker Bar & Grill,33 University PlNew York NY 10003,(212) 228-8490,American (Traditional),Yes,12:00 PM,2:00 AM,12:00 PM,12:00 AM
Ecco,124 Chambers StNew York NY 10007,(212) 227-7074,Italian,Yes,5:00 PM,11:00 PM,CLOSED,CLOSED
The Black Derby,310 W 4th StNew York NY 10014,(646) 912-9061,American (New);French,Yes,11:00 AM,12:30 AM,11:00 AM,10:30 PM
Edward’s Steak House,239 Marin BlvdJersey City NJ 07302,(201) 761-0000,Steakhouses,Yes,4:00 PM,11:00 PM,4:00 PM,9:00 PM
Mario’s,1657 Richmond RdStaten Island NY 10304,(718) 979-1075,Italian,Yes,12:00 PM,11:00 PM,11:00 AM,9:00 PM
STK Midtown,1114 Avenue of the AmericasNew York NY 10036,(646) 624-2455,Steakhouses;American (New);Cocktail Bars,No,5:00 PM,12:00 AM,5:00 PM,10:00 PM
Bell Book & Candle,141 W 10th StNew York NY 10014,(212) 414-2355,American (New);Bars,No,5:30 PM,11:00 PM,11:30 AM,10:30 PM
Antonucci Cafe,170 E 81st StNew York NY 10028,(212) 570-5100,Italian,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
M. Wells Steakhouse,43-15 Crescent StLong Island City NY 11101,(718) 786-9060,Steakhouses;Wine Bars,No,5:00 PM,11:00 PM,5:00 PM,10:00 PM
Redeye Grill,890 7th AveNew York NY 10106,(212) 541-9000,American (New);Seafood,Yes,11:00 AM,11:30 PM,11:00 AM,10:30 PM
Karasu,166 Dekalb AveWalter'sBrooklyn NY 11217,(347) 223-4811,Japanese;Cocktail Bars,No,5:30 PM,12:00 AM,5:30 PM,11:00 PM
Library Bar at Hudson,Hudson Hotel358 W 58th StNew York NY 10019,(212) 554-6000,Lounges,No,12:00 PM,1:00 AM,12:00 PM,1:00 AM
Bistro Vendome,405 East 58th StNew York NY 10022,(212) 935-9100,French,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Casa Restaurant,72 Bedford StNew York NY 10014,(212) 366-9410,Brazilian,Yes,11:00 AM,12:00 AM,11:00 AM,10:00 PM
Momofuku Má Pêche,Chambers Hotel15 W 56th StNew York NY 10019,(212) 757-5878,American (New);Breakfast & Brunch,Yes,7:00 AM,11:00 PM,7:00 AM,10:00 PM
Morandi,211 Waverly PlNew York NY 10014,(212) 627-7575,Italian;Desserts;Breakfast & Brunch,Yes,10:00 AM,12:00 AM,10:00 AM,11:00 PM
Autre Kyo Ya,10 Stuyvesant StNew York NY 10003,(212) 598-0454,Japanese;French;Wine Bars,No,11:00 AM,12:00 AM,11:00 AM,10:00 PM
Takahachi Tribeca Restaurant,145 Duane StNew York NY 10013,(212) 571-1830,Sushi Bars,Yes,5:30 PM,11:00 PM,5:30 PM,10:30 PM
Bin 14,1314 Washington StHoboken NJ 07030,(201) 963-9463,Wine Bars;Italian,No,11:00 AM,11:00 PM,9:00 AM,10:00 PM
il Buco Alimentari & Vineria,53 Great Jones StNew York NY 10012,(212) 837-2622,Italian,Yes,9:00 AM,12:00 AM,9:00 AM,11:00 PM
Halifax,225 River StFl 1Hoboken NJ 07030,(201) 253-2500,Seafood;American (Traditional);Breakfast & Brunch,Yes,7:30 AM,11:00 PM,7:30 AM,10:00 PM
The House,121 E 17th StNew York NY 10003,(212) 353-2121,American (New),No,11:00 AM,12:00 AM,11:00 AM,11:30 PM
Ristorante Grifone,244 E 46th StNew York NY 10017,(212) 490-7275,Italian,Yes,5:00 PM,10:00 PM,CLOSED,CLOSED
Left Bank,117 Perry StNew York NY 10014,(212) 727-1170,American (New),Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
The Ribbon,20 W 72nd StNew York NY 10023,(347) 504-7541,American (New),Yes,10:00 AM,12:00 AM,10:00 AM,11:00 PM
Onegin,391 6th AveNew York NY 10014,(212) 924-8001,Russian,Yes,12:00 PM,2:00 AM,12:00 PM,12:00 AM
Bodega Negra,355 W 16th StDream DowntownNew York NY 10011,(212) 229-2336,Mexican,No,5:30 PM,1:00 AM,5:30 PM,12:00 AM
Rotisserie Georgette,14 E 60th StNew York NY 10022,(212) 390-8060,French;Bars;Gluten-Free,Yes,5:00 PM,11:00 PM,CLOSED,CLOSED
Roman’s,243 DeKalb AveBrooklyn NY 11205,(718) 622-5300,Italian,No,5:00 PM,12:00 AM,5:00 PM,11:00 PM
Blue Fin,1567 BroadwayNew York NY 10036,(212) 918-1400,Sushi Bars;Seafood,Yes,7:00 AM,12:00 AM,7:00 AM,11:00 PM
W New York - Times Square,1567 BroadwayNew York NY 10036,(212) 930-7400,Hotels;Venues & Event Spaces,No,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
La Mangeoire,1008 2nd AveNew York NY 10022,(212) 759-7086,French,Yes,5:30 PM,10:30 PM,11:00 AM,9:00 PM
Orso,322 W 46th StNew York NY 10036,(212) 489-7212,Italian;Venues & Event Spaces;Pizza,No,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Luna Rossa,347 E 85th StNew York NY 10028,(212) 517-3118,Italian;Wine Bars,Yes,4:00 PM,11:00 PM,12:00 PM,10:00 PM
RedFarm,2170 BroadwayNew York NY 10024,(212) 724-9700,Dim Sum;Cantonese;Asian Fusion,Yes,11:00 AM,11:30 PM,11:00 AM,10:30 PM
Brasserie 8 1/2,9 W 57th StNew York NY 10019,(212) 829-0812,American (New);French,No,5:00 PM,10:00 PM,11:00 AM,9:00 PM
I Trulli,124 E 27th StNew York NY 10016,(212) 481-7372,Italian;Wine Bars;Pasta Shops,Yes,5:00 PM,11:00 PM,3:00 PM,10:00 PM
Ben & Jack’s Steakhouse,255 5th AveNew York NY 10016,(212) 532-7600,Steakhouses;Seafood;American (Traditional),Yes,12:00 PM,11:30 PM,12:00 PM,10:30 PM
Wildair,142 Orchard StNew York NY 10002,(646) 964-5624,American (New),No,6:00 PM,11:00 PM,CLOSED,CLOSED
Toro,85 10th AveNew York NY 10011,(212) 691-2360,Tapas/Small Plates;Spanish;Tapas Bars,Yes,5:00 PM,11:00 PM,5:00 PM,10:00 PM
Tiberio Dimare Restaurant,155 Beach 116th StRockaway Park NY 11694,(718) 945-6721,Italian;American (New),Yes,4:00 PM,9:30 PM,4:00 PM,9:30 PM
Ninja New York,25 Hudson StNew York NY 10013,(212) 274-8500,Japanese,No,5:00 PM,11:00 PM,5:00 PM,10:00 PM
Minton’s Playhouse,206 W 118th StNew York NY 10026,(212) 243-2222,Jazz & Blues;American (Traditional);Bars,No,6:00 PM,1:00 AM,6:00 PM,11:00 PM
Remi,145 W 53rd StNew York NY 10019,(212) 581-4242,Italian;Wine Bars;Gluten-Free,Yes,5:00 PM,11:00 PM,5:00 PM,10:00 PM
Bann Restaurant,350 W 50th StNew York NY 10019,(212) 582-4446,Korean;Barbeque,Yes,12:00 PM,10:30 PM,12:00 PM,10:00 PM
Rossini’s,108 E 38th StNew York NY 10016,(212) 683-0135,Italian,Yes,4:30 PM,11:00 PM,3:00 PM,10:00 PM
Refinery Rooftop,63 W 38th StNew York NY 10018,(646) 664-0372,Lounges,No,12:00 PM,11:00 PM,12:00 PM,10:00 PM
The Writing Room,1703 2nd AveNew York NY 10128,(212) 335-0075,Bars;Steakhouses;American (Traditional),Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Il Cantinori,32 E 10th StNew York NY 10003,(212) 673-6044,Italian,No,5:00 PM,12:00 AM,5:00 PM,11:30 PM
Amada,250 Vesey StNew York NY 10281,(212) 542-8947,Spanish;Tapas Bars;Basque,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Vinum Restaurant & Wine Bar,704 Bay StStaten Island NY 10304,(718) 448-8466,Wine Bars;Italian;Tapas/Small Plates,Yes,10:30 AM,10:30 PM,10:30 AM,9:00 PM
Two E Bar/Lounge,2 E 61st StNew York NY 10065,(212) 940-8113,Lounges;Tea Rooms,No,12:00 PM,12:00 AM,12:00 PM,12:00 AM
Zengo,622 3rd AveNew York NY 10017,(212) 808-8110,Latin American;Asian Fusion,Yes,11:30 AM,11:00 PM,11:30 AM,4:00 PM
Tender Steak & Sushi,130 W 47th StNew York NY 10036,(212) 514-6000,Sushi Bars;Steakhouses;Cocktail Bars,No,5:00 PM,11:00 PM,CLOSED,CLOSED
Fire & Oak,479 Washington BlvdNewport Westin HotelJersey City NJ 07310,(201) 610-9610,American (New);Seafood;Steakhouses,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
La Mirabelle,102 W 86th StNew York NY 10024,(212) 496-0458,French,Yes,5:00 PM,9:30 PM,5:00 PM,9:30 PM
The Library at The Public,425 Lafayette StNew York NY 10003,(212) 539-8777,American (New);Lounges;Cocktail Bars,No,5:30 PM,1:00 AM,5:30 PM,11:00 PM
Shigure,277 Church StNew York NY 10013,(212) 965-0200,Japanese;Cocktail Bars;Tapas Bars,No,5:00 PM,1:00 AM,CLOSED,CLOSED
Maritime Parc,84 Audrey Zapp DrLiberty State ParkJersey City NJ 07305,(201) 413-0050,American (New);Wedding Planning;Venues & Event Spaces,No,5:30 PM,11:00 PM,11:00 AM,4:00 PM
Armani Ristorante,717 5th AveGiorgio ArmaniNew York NY 10022,(212) 207-1902,Italian,No,11:30 AM,10:30 PM,11:30 AM,2:30 PM
Uncle Jack’s Steakhouse - Midtown,44 W 56th StNew York NY 10019,(212) 245-1550,Steakhouses;Seafood;Burgers,Yes,4:00 PM,11:00 PM,11:00 AM,10:00 PM
City Perch,2023 Hudson StFort Lee NJ 07024,(201) 582-7101,Cocktail Bars;American (New),Yes,10:30 AM,12:30 AM,10:30 AM,10:00 PM
City Island Lobster House,691 Bridge StBronx NY 10464,(718) 885-1459,Seafood,No,11:30 AM,2:00 AM,11:30 AM,12:00 AM
El Quijote,226 W 23rd StNew York NY 10011,(212) 929-1855,Spanish;Basque,Yes,11:30 AM,1:00 AM,11:30 AM,12:00 AM
Azalea Ristorante,224 W 51st StNew York NY 10019,(212) 262-0105,Italian,No,12:00 PM,12:00 AM,12:00 PM,11:30 PM
Augustine,5 Beekman StNew York NY 10038,(212) 375-0010,French;Brasseries;Bars,No,10:00 AM,12:00 AM,10:00 AM,10:00 PM
Bocca Restaurant & Bar,39 E 19th StNew York NY 10003,(212) 387-1200,Italian;Lounges,No,5:30 PM,11:30 PM,5:30 PM,10:30 PM
Casa Apicii,62 W 9th StNew York NY 10011,(212) 353-8400,Italian;Wine Bars;Lounges,No,5:30 PM,11:00 PM,5:30 PM,10:00 PM
Tribeca Grill,375 Greenwich StNew York NY 10013,(212) 941-3900,American (New);American (Traditional);Wine Bars,Yes,5:00 PM,11:30 PM,11:00 AM,10:00 PM
Vida,381 Van Duzer StStaten Island NY 10304,(718) 720-1501,American (New),Yes,12:00 PM,10:00 PM,CLOSED,CLOSED
DB Bistro Moderne,55 W 44th StSte 1New York NY 10036,(212) 391-2400,French;American (New);Bars,No,8:00 AM,11:00 PM,8:00 AM,10:00 PM
Noi Due,143 W 69th StNew York NY 10023,(212) 712-2222,Kosher;Italian;Sandwiches,Yes,5:30 AM,1:00 AM,11:00 AM,10:30 PM
Pampas Argentinas,105-07 Metropolitan AveForest Hills NY 11375,(718) 268-9606,Argentine;Steakhouses,Yes,12:00 PM,12:00 AM,12:00 PM,12:00 AM
Da Marino,220 W 49th StNew York NY 10019,(212) 541-6601,Italian,Yes,11:30 AM,2:00 AM,11:30 AM,2:00 AM
Txikito,240 9th AveNew York NY 10001,(212) 242-4730,Basque;Tapas/Small Plates,No,5:30 PM,11:30 PM,5:30 PM,10:30 PM
Gemma,335 BoweryNew York NY 10003,(212) 505-7300,Italian,Yes,7:00 AM,1:00 AM,7:00 AM,12:00 AM
Benoit,60 W 55th StNew York NY 10019,(646) 943-7373,French;Wine Bars,Yes,11:45 AM,11:00 PM,11:45 AM,11:00 PM
Le Rivage,340 W 46th StNew York NY 10036,(212) 765-7374,French,No,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Asellina,420 Park Ave SNew York NY 10016,(212) 317-2908,Italian;Bars;Breakfast & Brunch,Yes,7:00 AM,12:30 AM,7:00 AM,11:00 PM
Wine:34,127 E 34th StNew York NY 10016,(212) 213-1700,Wine Bars;American (New);Beer Bar,Yes,10:00 AM,2:00 AM,10:00 AM,12:00 AM
Evelina,211 Dekalb AveBrooklyn NY 11205,(929) 298-0209,Italian,No,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Saturdays Surf NYC - Coffee Bar,31 Crosby StNew York NY 10013,(212) 966-7875,Coffee & Tea,Yes,10:00 AM,7:00 PM,10:00 AM,7:00 PM
Bordeaux,1922 Coney Island AveMidwood NY 11230,(718) 942-4040,Kosher;Steakhouses;American (New),Yes,CLOSED,CLOSED,5:00 PM,12:00 AM
Charc,316 East 84th StNew York NY 10028,(646) 719-1398,Wine Bars;American (New),No,5:30 PM,11:00 PM,11:00 AM,5:00 PM
Janam Tea,67 Clinton StFl 2The BurgaryNew York NY 10002,(503) 820-8036,Tea Rooms;Cafes,No,12:00 PM,5:00 PM,12:00 PM,5:00 PM
21 Greenpoint,21 Greenpoint AveBrooklyn NY 11222,(646) 817-8337,American (New),No,11:00 AM,12:00 AM,11:00 AM,11:00 PM
The East Pole,133 E 65th StNew York NY 10065,(212) 249-2222,American (New);Bars,No,10:30 AM,12:00 AM,10:30 AM,11:00 PM
Empellón,510 Madison AveNew York NY 10022,(212) 858-9365,Mexican;Cocktail Bars,No,11:45 AM,10:00 PM,11:45 AM,10:00 PM
Le Boudoir,135 Atlantic AveBrooklyn NY 11201,(347) 227-8337,Cocktail Bars;Music Venues,No,6:00 PM,4:00 AM,6:00 PM,1:00 AM
Quatorze Bis,323 E 79th StNew York NY 10075,(212) 535-1414,French;Wine Bars;Seafood,Yes,12:00 PM,10:30 PM,12:00 PM,10:30 PM
Irvington,201 Park Ave SNew York NY 10003,(212) 677-0425,American (New);Cocktail Bars,No,8:00 AM,2:00 AM,8:00 AM,1:00 AM
W New York - Union Square,201 Park Ave SNew York NY 10003,(212) 253-9119,Hotels,No,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
The Waverly Inn,16 Bank StNew York NY 10014,(917) 828-1154,American (New),No,11:00 AM,1:00 AM,11:00 AM,12:00 AM
Cafe Clover,10 Downing StNew York NY 10014,(212) 675-4350,American (Traditional),Yes,11:00 AM,11:30 PM,11:00 AM,10:00 PM
Cellini Restaurant,65 E 54th StNew York NY 10022,(212) 751-1555,Italian,Yes,5:00 PM,10:30 PM,5:00 PM,10:30 PM
Antique Garage Tribeca,313 Church StNew York NY 10013,(212) 226-0066,Mediterranean;Greek;Turkish,Yes,11:00 AM,12:00 AM,11:00 AM,11:00 PM
Bar Boulud,1900 BroadwayNew York NY 10023,(212) 595-0303,French;Wine Bars,No,11:00 AM,12:00 AM,11:00 AM,10:00 PM
Beasts & Bottles,151 Atlantic AveBrooklyn NY 11201,(718) 855-3158,American (New);French;Wine Bars,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Del Frisco’s Grille,221 River StHoboken NJ 07030,(201) 653-0195,American (New);Steakhouses;Cocktail Bars,Yes,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Le Turtle,177 Chrystie StNew York NY 10002,(646) 918-7189,Modern European;French,No,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Tavern62 By David Burke,135 E 62nd StNew York NY 10065,(212) 988-9021,Steakhouses;American (Traditional);Seafood,Yes,4:00 PM,10:00 PM,11:00 AM,9:00 PM
London Lennie’s,6388 Woodhaven BlvdRego Park NY 11374,(718) 894-8084,Seafood;Bars;Steakhouses,Yes,2:00 PM,10:00 PM,2:00 PM,9:00 PM
Bob’s Steak & Chop House,21 E 52nd StNew York NY 10022,(212) 754-5011,Seafood;Steakhouses;Salad,No,7:00 AM,11:00 PM,7:00 AM,10:00 PM
The Mercer Kitchen,99 Prince StNew York NY 10012,(212) 966-5454,American (New);French;Cocktail Bars,No,7:00 AM,1:00 AM,7:00 AM,11:00 PM
Il Gattopardo,13-15 W 54th StNew York NY 10019,(212) 246-0412,Italian,Yes,11:30 AM,11:30 PM,11:30 AM,10:00 PM
King Cole Bar,2 E 55th StThe St. Regis HotelNew York NY 10022,(212) 339-6857,Lounges,No,11:30 AM,1:00 AM,12:00 PM,12:00 AM
Felice 64,1166 1st AveNew York NY 10065,(212) 593-2223,Wine Bars;Italian;Diners,Yes,11:30 AM,11:00 PM,11:30 AM,11:00 PM
The Wayfarer,101 W 57th StNew York NY 10019,(212) 691-0030,American (New),Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Spice World,136-20 Roosevelt AveSte 2MFlushing NY 11354,(718) 521-9999,Szechuan;Bars;Hot Pot,No,12:00 PM,3:00 AM,12:00 PM,3:00 AM
Shuraku,47 8th AveNew York NY 10014,(212) 807-0010,Japanese;Tapas/Small Plates,No,5:30 PM,10:30 PM,5:30 PM,9:30 PM
Gardenia Terrace,826 10th AveNew York NY 10019,(212) 334-0489,Hookah Bars;Mediterranean,Yes,11:00 AM,2:00 AM,11:00 AM,2:00 AM
Firenze Ristorante,1555 2nd AveNew York NY 10028,(212) 861-9368,Italian,Yes,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Sant Ambroeus West Village,259 W 4th StNew York NY 10014,(212) 604-9254,Italian;Desserts;Coffee & Tea,Yes,9:00 AM,11:00 PM,9:00 AM,11:00 PM
Butter Midtown,70 W 45th StNew York NY 10036,(212) 253-2828,American (New),Yes,5:00 PM,10:00 PM,11:00 AM,8:00 PM
Zuma,261 Madison AveNew York NY 10016,(212) 544-9862,Sushi Bars;Japanese,No,5:30 PM,11:30 PM,5:30 PM,10:30 PM
La Boite en Bois,75 W 68th StNew York NY 10023,(212) 874-2705,French,Yes,11:30 AM,11:00 PM,11:30 AM,10:30 PM
Benchmark,339-A 2nd StBrooklyn NY 11215,(718) 965-7040,Steakhouses;American (New),Yes,10:00 AM,12:00 AM,10:00 AM,10:00 PM
Fig & Olive Uptown,808 Lexington AveNew York NY 10065,(212) 207-4555,Mediterranean;French;Vegetarian,Yes,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Catch,21 Ninth AvenueNew York NY 10014,(212) 392-5978,Asian Fusion;Sushi Bars;Seafood,No,12:00 PM,12:30 AM,12:00 PM,11:00 PM
Ascent Lounge,10 Columbus CirFl 4New York NY 10019,(212) 823-9770,Cocktail Bars;Venues & Event Spaces;Lounges,No,4:00 PM,3:00 AM,4:00 PM,11:00 PM
Ascent Lounge,10 Columbus CirFl 4New York NY 10019,(212) 823-9770,Cocktail Bars;Venues & Event Spaces;Lounges,No,4:00 PM,3:00 AM,4:00 PM,11:00 PM
Kellari Taverna,19 W 44th StNew York NY 10036,(212) 221-0144,Greek;Mediterranean;Seafood,Yes,11:30 AM,12:00 AM,11:30 AM,11:00 PM
Morrell Wine Bar & Cafe,1 Rockefeller Plz 49th StNew York NY 10020,(212) 262-7700,Wine Bars;American (New);Cafes,Yes,11:30 AM,10:00 PM,12:00 PM,5:00 PM
Motel Morris,132 7th AveNew York NY 10011,(646) 880-4810,Bars;American (Traditional);Comfort Food,No,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Tertulia,359 6th AveNew York NY 10014,(646) 559-9909,Spanish;Tapas Bars,No,11:30 AM,12:00 AM,11:30 AM,11:00 PM
The Standard High Line,848 Washington StreetNew York NY 10014,(212) 645-4646,Hotels;Bars,No,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
The Top of The Standard,848 Washington StNew York NY 10014,(212) 645-7600,Lounges;Dance Clubs,No,4:00 PM,9:00 PM,12:00 PM,12:00 AM
Le Bain,444 West 13th StNew York NY 10014,(212) 645-7600,Bars;Dance Clubs,No,2:00 PM,4:00 AM,2:00 PM,3:00 AM
NIOS,130 W 46th StNew York NY 10036,(212) 485-2999,American (New);Cocktail Bars;Lounges,No,7:00 AM,11:00 PM,7:00 AM,11:00 AM
Pastosa Ravioli,3812 East Tremont AveBronx NY 10465,(718) 822-2800,Pasta Shops;Delis,Yes,8:30 AM,6:00 PM,8:30 AM,3:00 PM
Amelie,566 Amsterdam AveNew York NY 10024,(646) 422-7167,French;Wine Bars,No,11:00 AM,12:00 AM,11:00 AM,12:00 AM
Chazz Palminteri Italian Restaurant,30 West 46th StNew York NY 10019,(212) 355-5540,Italian,Yes,7:00 AM,11:00 PM,7:00 AM,10:30 PM
Dino & Harrys Steakhouse,163 14th StHoboken NJ 07030,(201) 659-6202,Steakhouses;Wine Bars,Yes,5:00 PM,11:00 PM,4:00 PM,9:00 PM
TBar,1278 3rd AveNew York NY 10021,(212) 772-0404,Steakhouses;American (New);Seafood,Yes,11:30 AM,10:30 PM,11:30 AM,9:30 PM
Erminia Italian Restaurant,250 E 83rd StNew York NY 10028,(212) 879-4284,Italian,Yes,5:00 PM,10:30 PM,5:00 PM,10:30 PM
Sushi on Jones,210 W 10th StNew York NY 10014,(646) 357-0453,Sushi Bars;Japanese,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Flûte Midtown,205 W 54th StNew York NY 10019,(212) 265-5169,Lounges;Champagne Bars;Speakeasies,No,4:00 PM,4:00 AM,4:00 PM,4:00 AM
Rue 57,60 W 57th StNew York NY 10019,(212) 307-5656,French;Sushi Bars;Asian Fusion,Yes,9:00 AM,12:00 AM,9:00 AM,12:00 AM
Indochine,430 Lafayette StSte ANew York NY 10003,(212) 505-5111,Vietnamese;French,Yes,5:30 PM,12:00 AM,5:30 PM,11:00 PM
Frankie & Johnnie’s Steakhouse,320 W 46th StNew York NY 10036,(212) 997-9494,Steakhouses;Pubs;Wine Bars,No,12:00 PM,11:30 PM,11:30 AM,8:00 PM
Faun,606 Vanderbilt AveBrooklyn NY 11238,(718) 576-6120,Italian;American (New);Bars,No,11:00 AM,10:30 PM,11:00 AM,9:30 PM
Bookmarks,299 Madison AveLibrary HotelNew York NY 10017,(212) 204-5498,Bars,No,4:00 PM,1:00 AM,4:00 PM,12:00 AM
Spyglass Rooftop Bar,Archer Hotel47 W 38th StNew York NY 10018,(212) 730-0538,Cocktail Bars,No,3:00 PM,2:00 AM,3:00 PM,1:00 AM
Boqueria - Brooklyn,590 Fulton StBrooklyn NY 11217,(646) 846-7029,Tapas/Small Plates;Spanish;Tapas Bars,Yes,11:00 AM,12:00 AM,11:00 AM,10:00 PM
Nippon,155 E 52nd StNew York NY 10022,(212) 688-5941,Sushi Bars;Japanese,Yes,5:30 PM,10:30 PM,CLOSED,CLOSED
Bobby Van’s Steakhouse,135 W 50th StNew York NY 10020,(212) 957-5050,Steakhouses;Seafood;American (Traditional),Yes,4:00 PM,11:00 PM,4:00 PM,11:00 PM
Le Bilboquet,20 E 60th StNew York NY 10022,(212) 751-3036,French;Cajun/Creole;Desserts,No,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Antica Pesa,115 Berry StBrooklyn NY 11249,(347) 763-2635,Italian,No,6:00 PM,11:00 PM,6:00 PM,10:00 PM
August,791 Lexington AveNew York NY 10065,(212) 935-1433,American (Traditional);Cocktail Bars,No,11:30 AM,10:30 PM,11:30 AM,9:00 PM
Philippe By Philippe Chow,33 E 60th StNew York NY 10065,(212) 644-8885,Chinese;Asian Fusion,Yes,12:00 PM,11:30 PM,2:00 PM,11:00 PM
Giardino D’oro,5 Gold StNew York NY 10038,(212) 514-6400,Italian;Coffee & Tea;Seafood,Yes,5:00 PM,10:00 PM,CLOSED,CLOSED
Yakitori Tora,72 Kenmare StNew York NY 10012,(212) 966-1100,Tapas/Small Plates;Japanese;Barbeque,No,12:00 PM,11:00 PM,5:00 PM,11:00 PM
Peking Duck House,236 E 53rd StNew York NY 10022,(212) 759-8260,Chinese,Yes,12:00 PM,11:00 PM,12:00 PM,10:30 PM
Sugar Factory,835 Washington StNew York NY 10014,(212) 414-8700,Bars;Candy Stores;American (Traditional),Yes,10:00 AM,2:00 AM,10:00 AM,12:00 AM
Italienne,19 W 24th StNew York NY 10010,(646) 396-5466,Italian;French,No,5:30 PM,12:00 AM,CLOSED,CLOSED
Casa Lever,390 Park AveNew York NY 10022,(212) 888-2700,Italian;Breakfast & Brunch;Lounges,No,11:00 AM,11:00 PM,CLOSED,CLOSED
Village Crab & Sea,135-21 37th AveFl 1Flushing NY 11354,(718) 888-0711,Seafood;Hot Pot;Chinese,Yes,11:30 AM,2:00 AM,11:30 AM,12:00 AM
Racines,94 Chambers StNew York NY 10007,(212) 227-3400,French;Wine Bars,No,5:00 PM,1:00 AM,CLOSED,CLOSED
